Player,Position,Injuries,Practice Status,Game Status,Year,Period
Kareem McKenzie,T,Toe,Limited Participation in Practice,Probable,2011,REG12
Michael Boley,LB,Hamstring,Did Not Participate In Practice,Doubtful,2011,REG12
Ahmad Bradshaw,RB,Foot,Did Not Participate In Practice,Out,2011,REG12
Osi Umenyiora,DE,Knee,Full Participation in Practice,Probable,2011,REG12
Michael Clayton,WR,Knee,Did Not Participate In Practice,Questionable,2011,REG12
Derrick Martin,S,Hamstring,Did Not Participate In Practice,Out,2011,REG12
Justin Tuck,DE,"Ankle, Shoulder",Limited Participation in Practice,Probable,2011,REG12
Mario Manningham,WR,Knee,Did Not Participate In Practice,Questionable,2011,REG12
Will Beatty,T,"Eye, Back",,Out,2011,REG12
Cameron Jordan,DE,Hand,Full Participation in Practice,Probable,2011,REG12
Patrick Robinson,CB,Stomach,Full Participation in Practice,Probable,2011,REG12
Jonathan Vilma,LB,Knee,Did Not Participate In Practice,Questionable,2011,REG12
Turk McBride,DE,Ankle,Did Not Participate In Practice,Out,2011,REG12
Jeremy Maclin,WR,"Hamstring, Shoulder",Did Not Participate In Practice,Out,2011,REG13
LeSean McCoy,RB,Toe,Limited Participation in Practice,Questionable,2011,REG13
Mike Vick,QB,Ribs,Did Not Participate In Practice,Out,2011,REG13
Cullen Jenkins,DT,Thumb,Full Participation in Practice,Probable,2011,REG13
Moise Fokou,LB,Ankle,Did Not Participate In Practice,Out,2011,REG13
Nnamdi Asomugha,CB,Knee,Limited Participation in Practice,Questionable,2011,REG13
King Dunlap,T,Concussion,Did Not Participate In Practice,Out,2011,REG13
Dominique Rodgers-Cromartie,CB,Ankle,Limited Participation in Practice,Out,2011,REG13
Byron Maxwell,CB,Illness,Did Not Participate In Practice,Out,2011,REG13
Tarvaris Jackson,QB,Pectoral,Full Participation in Practice,Probable,2011,REG13
David Hawthorne,LB,Knee,Full Participation in Practice,Questionable,2011,REG13
Alan Branch,DT,Ankle,Full Participation in Practice,Probable,2011,REG13
Richard Sherman,CB,Calf,Full Participation in Practice,Questionable,2011,REG13
Julio Jones,WR,Hamstring,Limited Participation in Practice,Questionable,2011,REG13
Todd McClure,C,Not Injury Related,Full Participation in Practice,Probable,2011,REG13
John Abraham,DE,Not Injury Related,Full Participation in Practice,Probable,2011,REG13
Stephen Nicholas,LB,Quadricep,Did Not Participate In Practice,Doubtful,2011,REG13
Brent Grimes,CB,Knee,Did Not Participate In Practice,Out,2011,REG13
Kelvin Hayden,CB,Toe,Did Not Participate In Practice,Doubtful,2011,REG13
Sam Baker,T,Back,Limited Participation in Practice,Probable,2011,REG13
Tony Gonzalez,TE,Not Injury Related,Full Participation in Practice,Probable,2011,REG13
Dunta Robinson,CB,Neck,Full Participation in Practice,Probable,2011,REG13
Vance Walker,DT,Groin,Limited Participation in Practice,Questionable,2011,REG13
Michael Turner,RB,Groin,Limited Participation in Practice,Questionable,2011,REG13
Mister Alexander,LB,Shoulder,Full Participation in Practice,Probable,2011,REG13
Glover Quin,S,Elbow,Full Participation in Practice,Probable,2011,REG13
Antonio Smith,DE,"Shoulder, Back",Full Participation in Practice,Probable,2011,REG13
Wade Smith,G,Ankle,Full Participation in Practice,Probable,2011,REG13
Lawrence Vickers,RB,Hamstring,Did Not Participate In Practice,Questionable,2011,REG13
Brian Cushing,LB,Ribs,Limited Participation in Practice,Probable,2011,REG13
Tim Dobbins,LB,Shoulder,Full Participation in Practice,Probable,2011,REG13
Garrett Graham,TE,Hamstring,Limited Participation in Practice,Questionable,2011,REG13
Jason Allen,CB,Thumb,Full Participation in Practice,Probable,2011,REG13
Shaun Cody,DT,"Toe, Ankle",Full Participation in Practice,Probable,2011,REG13
Owen Daniels,TE,Knee,Full Participation in Practice,Probable,2011,REG13
Andre Johnson,WR,Knee,Limited Participation in Practice,Probable,2011,REG13
Tim Bulman,DE,Calf,Did Not Participate In Practice,Out,2011,REG13
Johnathan Joseph,CB,Hip,Full Participation in Practice,Probable,2011,REG13
Danieal Manning,S,Ankle,Full Participation in Practice,Probable,2011,REG13
Mike Brisiel,G,Ankle,Full Participation in Practice,Probable,2011,REG13
Joel Dreessen,TE,Neck,Full Participation in Practice,Probable,2011,REG13
J.J. Watt,DE,"Knee, Thigh",Full Participation in Practice,Probable,2011,REG13
David Stewart,T,Calf,Full Participation in Practice,Questionable,2011,REG13
Derrick Morgan,DE,Ankle,Full Participation in Practice,Probable,2011,REG13
Donnie Avery,WR,Hamstring,Full Participation in Practice,Probable,2011,REG13
Jared Cook,TE,Concussion,Full Participation in Practice,Probable,2011,REG13
Colin McCarthy,LB,Knee,Full Participation in Practice,Probable,2011,REG13
Barrett Ruud,LB,Groin,Did Not Participate In Practice,Out,2011,REG13
Eugene Amano,C,Hip,Full Participation in Practice,Probable,2011,REG13
Tommie Campbell,CB,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Jason Jones,DE,Knee,Full Participation in Practice,Probable,2011,REG13
Naaman Roosevelt,WR,Shoulder,Full Participation in Practice,Probable,2011,REG13
Leodis McKelvin,CB,Ribs,Full Participation in Practice,Probable,2011,REG13
George Wilson,S,Neck,Did Not Participate In Practice,Out,2011,REG13
Torell Troup,DT,Back,Did Not Participate In Practice,Out,2011,REG13
Rian Lindell,K,Shoulder,Limited Participation in Practice,Doubtful,2011,REG13
Brandon Ghee,CB,Groin,Full Participation in Practice,Probable,2011,REG13
Donald Lee,TE,Foot,Limited Participation in Practice,Questionable,2011,REG13
Jerome Simpson,WR,Knee,Full Participation in Practice,Probable,2011,REG13
Domata Peko Sr.,DT,Foot,Full Participation in Practice,Probable,2011,REG13
Carlos Dunlap,DE,Hamstring,Did Not Participate In Practice,Doubtful,2011,REG13
Pat Sims,DT,Ankle,Did Not Participate In Practice,Questionable,2011,REG13
Chris Crocker,S,Biceps,Limited Participation in Practice,Questionable,2011,REG13
Cedric Benson,RB,Foot,Full Participation in Practice,Probable,2011,REG13
Nate Clements,CB,Hamstring,Did Not Participate In Practice,Questionable,2011,REG13
Dontay Moch,LB,Not Injury Related,Did Not Participate In Practice,Out,2011,REG13
Maurkice Pouncey,C,Illness,Full Participation in Practice,Probable,2011,REG13
Ben Roethlisberger,QB,right Hand,Full Participation in Practice,Probable,2011,REG13
Troy Polamalu,S,Head,Full Participation in Practice,Probable,2011,REG13
Larry Foote,LB,Hamstring,Limited Participation in Practice,Questionable,2011,REG13
LaMarr Woodley,LB,Hamstring,Full Participation in Practice,Probable,2011,REG13
Emmanuel Sanders,WR,Foot,Full Participation in Practice,Probable,2011,REG13
Arnaz Battle,WR,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Chris Carter,LB,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Stevenson Sylvester,LB,Calf,Full Participation in Practice,Probable,2011,REG13
Sam Bradford,QB,Ankle,Limited Participation in Practice,Questionable,2011,REG13
Justin King,CB,Ankle,Full Participation in Practice,Probable,2011,REG13
Chris Long,DE,Ankle,Did Not Participate In Practice,Questionable,2011,REG13
Dominique Curry,WR,Shoulder,Full Participation in Practice,Probable,2011,REG13
Mark LeVoir,T,Pectoral,Did Not Participate In Practice,Out,2011,REG13
Josh Hull,LB,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Darian Stewart,S,Head,Limited Participation in Practice,Questionable,2011,REG13
Chris Chamberlain,LB,Hamstring,Full Participation in Practice,Probable,2011,REG13
Donnie Jones,P,Ankle,Limited Participation in Practice,Probable,2011,REG13
Justin Bannan,DT,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Brit Miller,RB,Hamstring,Full Participation in Practice,Probable,2011,REG13
Frank Gore,RB,Ankle,Limited Participation in Practice,Probable,2011,REG13
Adam Snyder,G,Hamstring,Full Participation in Practice,Probable,2011,REG13
Bruce Miller,RB,Concussion,Full Participation in Practice,Probable,2011,REG13
Braylon Edwards,WR,Knee,Did Not Participate In Practice,Questionable,2011,REG13
Chris Culliver,CB,Shoulder,Full Participation in Practice,Probable,2011,REG13
Anthony Davis,T,Ankle,Full Participation in Practice,Probable,2011,REG13
Mike DeVito,DT,Knee,Did Not Participate In Practice,Out,2011,REG13
Shonn Greene,RB,Rib,Full Participation in Practice,Probable,2011,REG13
Brodney Pool,S,Knee,Full Participation in Practice,Probable,2011,REG13
Marcus Dixon,DT,Shoulder,Full Participation in Practice,Probable,2011,REG13
Jeremy Kerley,KR,Knee,Full Participation in Practice,Probable,2011,REG13
Matt Slauson,G,Knee,Full Participation in Practice,Probable,2011,REG13
LaDainian Tomlinson,RB,Knee,Full Participation in Practice,Probable,2011,REG13
Calvin Pace,LB,Groin,Full Participation in Practice,Probable,2011,REG13
Nick Mangold,C,Ankle,Full Participation in Practice,Probable,2011,REG13
Vladimir Ducasse,T,Knee,Full Participation in Practice,Probable,2011,REG13
Maurice Hurt,G,Knee,Full Participation in Practice,Probable,2011,REG13
Donte' Stallworth,WR,Foot,Full Participation in Practice,Probable,2011,REG13
Darrel Young,RB,Head,Did Not Participate In Practice,Questionable,2011,REG13
Jabar Gaffney,WR,Foot,Full Participation in Practice,Probable,2011,REG13
Jammal Brown,T,Hip,Full Participation in Practice,Probable,2011,REG13
London Fletcher,LB,Ankle,Limited Participation in Practice,Questionable,2011,REG13
LaRon Landry,S,Groin,Did Not Participate In Practice,Out,2011,REG13
Brian Orakpo,LB,Ankle,Full Participation in Practice,Probable,2011,REG13
Niles Paul,WR,Toe,Full Participation in Practice,Probable,2011,REG13
DeJon Gomes,S,Knee,Full Participation in Practice,Probable,2011,REG13
Terrence Austin,WR,Hamstring,Limited Participation in Practice,Questionable,2011,REG13
Rex Grossman,QB,left Shoulder,Full Participation in Practice,Probable,2011,REG13
Stephen Bowen,DE,Knee,Limited Participation in Practice,Questionable,2011,REG13
Chris Harris,S,Ankle,Full Participation in Practice,Probable,2011,REG13
Brandon McDonald,CB,Thigh,Did Not Participate In Practice,Questionable,2011,REG13
Kevin Smith,RB,Ankle,Limited Participation in Practice,Questionable,2011,REG13
Willie Young,DE,Ankle,Limited Participation in Practice,Probable,2011,REG13
Louis Delmas,S,Knee,Did Not Participate In Practice,Doubtful,2011,REG13
Maurice Stovall,WR,Shoulder,Full Participation in Practice,Probable,2011,REG13
Calvin Johnson,WR,Ankle,Full Participation in Practice,Probable,2011,REG13
Chris Houston,CB,Knee,Did Not Participate In Practice,Doubtful,2011,REG13
Lawrence Jackson,DE,Thigh,Did Not Participate In Practice,Out,2011,REG13
Tom Johnson,DT,Elbow,Full Participation in Practice,Probable,2011,REG13
Jonathan Vilma,LB,Knee,Limited Participation in Practice,Probable,2011,REG13
Jabari Greer,CB,Knee,Full Participation in Practice,Probable,2011,REG13
Turk McBride,DE,Ankle,Did Not Participate In Practice,Out,2011,REG13
Eddie Royal,WR,Toe,Limited Participation in Practice,Questionable,2011,REG13
Daniel Fells,TE,Hand,Full Participation in Practice,Probable,2011,REG13
Ryan Clady,T,Knee,Full Participation in Practice,Probable,2011,REG13
Willis McGahee,RB,Illness,Full Participation in Practice,Probable,2011,REG13
David Bruton,S,Achilles,Full Participation in Practice,Probable,2011,REG13
Von Miller,LB,Thumb,Limited Participation in Practice,Questionable,2011,REG13
Asher Allen,CB,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
E.J. Henderson,LB,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Erin Henderson,LB,Hamstring,Full Participation in Practice,Probable,2011,REG13
Adrian Peterson,RB,Ankle,Did Not Participate In Practice,Out,2011,REG13
Chris Cook,CB,Not Injury Related,,Out,2011,REG13
Jamarca Sanford,S,Shoulder,Full Participation in Practice,Probable,2011,REG13
Anthony Herrera,G,Knee,Limited Participation in Practice,Probable,2011,REG13
Visanthe Shiancoe,TE,Hamstring,Full Participation in Practice,Probable,2011,REG13
Percy Harvin,WR,Illness,Did Not Participate In Practice,Questionable,2011,REG13
Kyle Rudolph,TE,Quadricep,Limited Participation in Practice,Questionable,2011,REG13
Jacoby Ford,WR,Foot,Did Not Participate In Practice,Out,2011,REG13
Sebastian Janikowski,K,left Hamstring,Limited Participation in Practice,Questionable,2011,REG13
Mike Mitchell,S,Ankle,Limited Participation in Practice,Probable,2011,REG13
Denarius Moore,WR,Foot,Did Not Participate In Practice,Out,2011,REG13
Kamerion Wimbley,LB,Hamstring,Limited Participation in Practice,Questionable,2011,REG13
Lamarr Houston,DE,Knee,Limited Participation in Practice,Probable,2011,REG13
Taiwan Jones,RB,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Michael Huff,S,Ankle,Limited Participation in Practice,Probable,2011,REG13
Tommy Kelly,DT,Toe,Did Not Participate In Practice,Questionable,2011,REG13
Rolando McClain,LB,Ankle,Did Not Participate In Practice,Questionable,2011,REG13
Jarvis Moss,DE,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Richard Seymour,DT,Knee,Limited Participation in Practice,Probable,2011,REG13
Darren McFadden,RB,Foot,Did Not Participate In Practice,Out,2011,REG13
Jason Campbell,QB,Collarbone,Did Not Participate In Practice,Out,2011,REG13
Chris Johnson,CB,"Hamstring, Groin",Full Participation in Practice,Probable,2011,REG13
Trevor Scott,DE,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Vernon Carey,G,Ankle,Did Not Participate In Practice,Doubtful,2011,REG13
Dan Carpenter,K,right Groin,Full Participation in Practice,Probable,2011,REG13
Yeremiah Bell,S,Foot,Limited Participation in Practice,Questionable,2011,REG13
Omar Gaither,LB,Knee,Full Participation in Practice,Questionable,2011,REG13
Jason Phillips,LB,Calf,,Out,2011,REG13
Kealoha Pilares,WR,Thigh,Did Not Participate In Practice,Questionable,2011,REG13
Adrian Clayborn,DE,Back,Full Participation in Practice,Probable,2011,REG13
Brian Price,DT,Ankle,Limited Participation in Practice,Questionable,2011,REG13
Josh Freeman,QB,right Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Michael Bennett,DE,Groin,Did Not Participate In Practice,Out,2011,REG13
Tanard Jackson,S,Hamstring,Full Participation in Practice,Probable,2011,REG13
Dekoda Watson,LB,Groin,Full Participation in Practice,Probable,2011,REG13
Albert Haynesworth,DE,Knee,Full Participation in Practice,Probable,2011,REG13
Adam Hayward,LB,Foot,Full Participation in Practice,Probable,2011,REG13
Ray Lewis,LB,Foot,Did Not Participate In Practice,Questionable,2011,REG13
Anthony Allen,RB,Thigh,Full Participation in Practice,Probable,2011,REG13
Chris Carr,CB,Back,Did Not Participate In Practice,Out,2011,REG13
Dannell Ellerbe,LB,Thigh,Full Participation in Practice,Probable,2011,REG13
Arthur Jones,DT,Head,Full Participation in Practice,Probable,2011,REG13
Jayme Mitchell,DE,Ankle,Limited Participation in Practice,Questionable,2011,REG13
Dimitri Patterson,CB,Ankle,Limited Participation in Practice,Questionable,2011,REG13
Quinton Spears,LB,Hamstring,Did Not Participate In Practice,Out,2011,REG13
Montario Hardesty,RB,Calf,Limited Participation in Practice,Questionable,2011,REG13
Colt McCoy,QB,right Elbow,Full Participation in Practice,Probable,2011,REG13
Scott Paxson,DT,Shin,Full Participation in Practice,Probable,2011,REG13
Peyton Hillis,RB,Hamstring,Full Participation in Practice,Probable,2011,REG13
Tony Pashos,T,Ankle,Limited Participation in Practice,Questionable,2011,REG13
T.J. Ward,S,"Foot, Finger",Did Not Participate In Practice,Out,2011,REG13
Mike Adams,S,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Owen Marecic,RB,Head,Full Participation in Practice,Probable,2011,REG13
Kaluka Maiava,LB,Knee,Limited Participation in Practice,Probable,2011,REG13
Joe Reitz,G,Knee,Full Participation in Practice,Questionable,2011,REG13
Joseph Addai,RB,Hamstring,Did Not Participate In Practice,Questionable,2011,REG13
Jeff Saturday,C,Knee,Full Participation in Practice,Questionable,2011,REG13
Brody Eldridge,TE,Hand,Did Not Participate In Practice,Questionable,2011,REG13
Ryan Diem,G,Knee,Full Participation in Practice,Questionable,2011,REG13
Ryan Mahaffey,TE,Concussion,Did Not Participate In Practice,Questionable,2011,REG13
Peyton Manning,QB,Neck,,Out,2011,REG13
Dallas Clark,TE,Fibula,,Out,2011,REG13
Anthony Gonzalez,WR,Groin,Limited Participation in Practice,Questionable,2011,REG13
Drake Nevis,DT,Back,Did Not Participate In Practice,Questionable,2011,REG13
Gary Guyton,LB,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Devin McCourty,CB,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Matthew Slater,WR,Shoulder,Limited Participation in Practice,Questionable,2011,REG13
Antwaun Molden,CB,Concussion,Limited Participation in Practice,Questionable,2011,REG13
Ryan Wendell,C,Calf,Limited Participation in Practice,Questionable,2011,REG13
Danny Woodhead,RB,Abdomen,Limited Participation in Practice,Questionable,2011,REG13
Chad Johnson,WR,Hamstring,Full Participation in Practice,Probable,2011,REG13
Dan Connolly,C,Groin,Limited Participation in Practice,Questionable,2011,REG13
Julian Edelman,WR,Back,Limited Participation in Practice,Questionable,2011,REG13
Dane Fletcher,LB,Thumb,Limited Participation in Practice,Questionable,2011,REG13
Brandon Spikes,LB,Knee,Did Not Participate In Practice,Doubtful,2011,REG13
Patrick Chung,S,Foot,Limited Participation in Practice,Questionable,2011,REG13
